id,name,host_id,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,city
2265,Zen-East in the Heart of Austin (monthly rental),2466,30.27752,-97.71377,Entire home/apt,179,7,26,0.36,3,Austin
5245,"Eco friendly, Colorful, Clean, Cozy monthly share",2466,30.27614,-97.7132,Private room,114,30,9,0.21,3,Austin
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,30.26057,-97.73441,Entire home/apt,108,2,575,24.16,1,Austin
5769,NW Austin Room,8186,30.45697,-97.78422,Private room,39,1,264,5.95,1,Austin
6413,Gem of a Studio near Downtown,13879,30.24885,-97.73587,Entire home/apt,109,3,117,1.27,1,Austin
6448,"Secluded Studio @ Zilker - King Bed, Bright & Airy",14156,30.26034,-97.76487,Entire home/apt,146,3,254,2.06,1,Austin
8502,Woodland Studio Lodging,25298,30.23466,-97.73682,Entire home/apt,44,3,46,1.08,1,Austin
13035,Historic house in highly walkable East Austin,50793,30.26098,-97.73072,Entire home/apt,150,30,12,0.11,2,Austin
21126,Quiet Mid Century Modern Retreat with Patio and Yard,80406,30.24417,-97.73988,Entire home/apt,232,1,126,2.06,12,Austin
22166,Close in Hill country views NW,84906,30.38794,-97.76358,Entire home/apt,153,30,11,0.08,1,Austin
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,30.35123,-97.76207,Entire home/apt,350,2,32,0.29,1,Austin
47572,Cozy Home in  N. Austin for Longer Stays,215917,30.37783,-97.70749,Private room,35,30,5,0.16,1,Austin
50318,Scooby Doo House,12409,30.28588,-97.75145,Entire home/apt,117,30,30,0.47,2,Austin
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,30.25756,-97.76995,Entire home/apt,102,1,810,20.45,2,Austin
69303,Colorful and Quirky Zilker Park Townhouse,272156,30.26146,-97.77276,Entire home/apt,149,2,146,125.14,2,Austin
69352,Enchanting Zilker Cottage~Downtown,347068,30.25811,-97.76368,Entire home/apt,299,2,390,3.05,2,Austin
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,30.2309,-97.76619,Entire home/apt,129,2,441,8.73,1,Austin
70258,South 1st Garage Apartment - Ideally Central,355348,30.23644,-97.76611,Entire home/apt,346,2,35,0.71,1,Austin
70812,1 Bedroom Apt; Above the Studio,268988,30.24648,-97.74913,Entire home/apt,150,2,156,2.3,1,Austin
72833,"Private, Detached, Central Austin Cottage",378744,30.313,-97.75066,Entire home/apt,101,1,371,8.26,1,Austin
73005,3BR Convenient Gated Townhome w/ Pool Access!,128514,30.41419,-97.73183,Entire home/apt,280,2,37,0.77,1,Austin
73289,Simple 2/2 in Central Austin,382510,30.29016,-97.74478,Entire home/apt,97,30,53,0.48,2,Austin
74318,Private Guest House 78704,387918,30.24473,-97.77923,Entire home/apt,197,2,232,2.5,2,Austin
75957,Charming 1 Bedroom Cottage Apt In Tarrytown,404260,30.29033,-97.76886,Entire home/apt,121,2,359,6.05,1,Austin
76497,Chic 2 Bdrm DwnTwn where Airbnb CEO stayed twice.,177441,30.27678,-97.75805,Entire home/apt,243,2,233,1.92,2,Austin
76501,Upstairs Flat in Central Austin,408534,30.29192,-97.71939,Entire home/apt,103,2,195,2.34,1,Austin
76911,EastSideLavishness- A Stay of Comfort and Joy,394012,30.26945,-97.72491,Entire home/apt,636,2,156,2.91,1,Austin
76925,Comfy Digs in East Austin,411190,30.25505,-97.72552,Entire home/apt,400,2,16,0.14,1,Austin
76996,The Travis Heights Tree House,1665428,30.23872,-97.74521,Entire home/apt,80,20,44,0.35,1,Austin
77347,Room or rooms,382265,30.33877,-97.882,Private room,104,2,0,,1,Austin
77639,Sweet South Austin Spot,416628,30.25023,-97.77985,Entire home/apt,179,2,36,0.42,1,Austin
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,30.25659,-97.76772,Entire home/apt,750,4,90,2.39,1,Austin
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,30.27672,-97.74799,Entire home/apt,240,1,6,0.05,3,Austin
78422,Living the Dream on Richardine (East Austin),421002,30.27443,-97.71135,Entire home/apt,75,7,4,1.13,1,Austin
78831,Cool Hyde Park efficiency apartment,423840,30.31106,-97.72373,Entire home/apt,106,2,355,2.75,1,Austin
78884,Beautiful Zilker Park Condo next to Downtown!,2157243,30.26126,-97.77358,Entire home/apt,134,2,156,1.31,9,Austin
79100,Bungalow-Pool-Central East-51st Area,425706,30.30933,-97.6952,Entire home/apt,138,30,28,0.27,4,Austin
79603,Beautiful Bouldin Cottage - 78704,428883,30.24948,-97.75896,Entire home/apt,182,2,111,0.87,1,Austin
79768,East-Side Bungalow,430091,30.26035,-97.73253,Entire home/apt,225,4,34,0.4,2,Austin
80725,Central Austin Home,436771,30.28251,-97.76874,Entire home/apt,150,30,0,,1,Austin
82033,"Clean and quiet 3/2, in Mueller area.",445746,30.30393,-97.68872,Entire home/apt,400,2,4,0.87,1,Austin
83643,Fun Central Austin Convenience,456230,30.32395,-97.71851,Private room,57,2,208,3.9,1,Austin
84771,Campus Retreat,321037,30.29386,-97.74188,Entire home/apt,81,2,16,0.35,2,Austin
89475,"2 Living Rooms, Lots of Big Beds! 3 king, 2 queen",487072,30.35681,-97.72618,Entire home/apt,329,30,116,2.7,14,Austin
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,30.24498,-97.74935,Entire home/apt,161,1,98,1.44,1,Austin
104099,Zilker Guesthouse,213651,30.25433,-97.77582,Entire home/apt,99,2,178,2.83,2,Austin
113779,Spacious 1BR w/ Office in Hyde Park,578211,30.3027,-97.72945,Entire home/apt,128,20,90,0.77,9,Austin
113791,Avenue G Guesthouse in Hyde Park,578249,30.30244,-97.73148,Private room,60,30,12,0.22,2,Austin
116014,SXSW LAST MINUTE Downtown Space,419707,30.27521,-97.74793,Entire home/apt,259,1,2,0.02,3,Austin
128326,Austin City Limits-Private Pool by Nature Preserve,634580,30.24395,-98.00244,Entire home/apt,295,3,64,1.06,1,Austin
140474,Historic Hyde Park Home By Downtown,578211,30.30215,-97.73046,Entire home/apt,157,20,79,0.82,9,Austin
140504,1915 Home w/1BR With Modern Flare,578211,30.30397,-97.73037,Entire home/apt,126,20,80,0.67,9,Austin
145210,Maiden Lane Guesthouse,475506,30.30203,-97.74235,Entire home/apt,150,30,201,1.92,1,Austin
158398,Barton Hills oasis! Bike/scooter to Zilker Park!,760426,30.25288,-97.78491,Entire home/apt,742,4,16,0.29,1,Austin
166561,SOCO ItZ bitZ Bungalow,347068,30.2415,-97.76194,Entire home/apt,299,30,363,3.0,2,Austin
167459,SXSW and ACL 4 bedroom in Austin!,628942,30.27767,-97.79126,Entire home/apt,800,3,7,0.07,1,Austin
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,30.33238,-97.71233,Entire home/apt,404,2,333,5.82,1,Austin
184853,78704  Austin Getaway Two Bedroom monthly rental.,518748,30.24106,-97.77315,Entire home/apt,139,30,2,0.07,1,Austin
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,30.25775,-97.76703,Entire home/apt,750,2,35,0.95,1,Austin
202187,South Congress Studio Apartment,989596,30.24867,-97.74678,Entire home/apt,87,1,817,14.98,2,Austin
202753,Parkside Loft - Entire bottom floor or the house.,729047,30.27655,-97.75608,Private room,175,3,12,0.33,1,Austin
207054,Keep Austin Lovely in 2BR/1Ba Mid-Century Home!,1018853,30.24434,-97.73069,Entire home/apt,165,3,161,1.35,1,Austin
208897,"Heart of east Austin–unique, bright, private haven",1029071,30.263203,-97.699829,Entire home/apt,192,3,97,1.05,1,Austin
214795,Cute Condo Close to Zilker & Dwntwn,1109019,30.25175,-97.77242,Entire home/apt,75,2,84,0.72,1,Austin
218402,New to Austin?  Perfect WFH Suite!,1129520,30.36145,-97.64397,Private room,28,30,24,0.22,1,Austin
219168,SOCO Living,1134580,30.24519,-97.74486,Entire home/apt,250,2,8,0.07,1,Austin
222967,Luxe Spa Bungalow - Walk Downtown!,1157982,30.25901,-97.7295,Entire home/apt,185,6,32,0.3,4,Austin
222986,Circa 1899 Luxe Spa House - Walk DT,1157982,30.25753,-97.7313,Entire home/apt,500,20,53,0.46,4,Austin
224603,Modern Studio Loft,1169129,30.30732,-97.72782,Entire home/apt,105,28,110,1.62,1,Austin
227372,The Iconic Allen's Boots Clubhouse!,51183342,30.24822,-97.75095,Entire home/apt,598,1,220,2.97,5,Austin
233930,The Treehouse 1930's Hyde Park Home,578211,30.30289,-97.72961,Entire home/apt,165,20,85,1.52,9,Austin
238657,Hill House in Wonderful Bouldin!,1250939,30.252,-97.75628,Entire home/apt,164,2,126,1.79,4,Austin
247770,Lovely House In Hip East Austin,1298575,30.30339,-97.68465,Entire home/apt,175,2,1,0.01,1,Austin
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,30.25572,-97.72874,Entire home/apt,250,2,119,1.02,2,Austin
252804,"» 3 bed, sleeps 5, 2 miles to DT",1327500,30.23254,-97.75479,Entire home/apt,110,30,94,0.78,1,Austin
271052,Updated Remodel Clean & Comfy South Austin Condo!,1418696,30.25367,-97.77253,Entire home/apt,252,3,30,0.26,1,Austin
277028,One of a kind stay In the Heart of ATX,746455,30.28332,-97.76272,Entire home/apt,485,30,95,1.58,4,Austin
281182,Great House 1 block from Metro Rail SXSW,1465788,30.28032,-97.70708,Entire home/apt,350,3,41,0.84,1,Austin
282342,3bedroom 2.5bath Kitchen Garage for 30days or more,1471597,30.36774,-97.7078,Entire home/apt,86,30,26,0.23,1,Austin
294708,3bd+Loft...SOCO Area Convenience,1523587,30.22484,-97.74223,Entire home/apt,201,3,271,3.32,18,Austin
295275,Stylish 3/2/2 with large backyard,1282837,30.19037,-97.79003,Entire home/apt,191,30,59,0.56,2,Austin
300574,Historic SOUTHAustin Retro Groovy LOFT 78704 proud,167892,30.25525,-97.75756,Entire home/apt,141,2,375,8.99,1,Austin
304808,Spanish Hacienda mile from downtown,1566930,30.2733,-97.7269,Private room,60,2,286,4.21,1,Austin
304866,Big cute clean Casita in SxSAustin!,1568741,30.20943,-97.77117,Entire home/apt,70,3,143,1.23,12,Austin
314152,2 bdrm Condo at  360 Bridge,1614097,30.35672,-97.79621,Entire home/apt,350,4,0,,1,Austin
315239,Very convenient for SxSW,1617870,30.21467,-97.77901,Entire home/apt,600,3,2,0.02,1,Austin
316630,"Hip, convenient home in 78704!",1626165,30.25472,-97.75562,Entire home/apt,400,3,9,0.08,1,Austin
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,30.26585,-97.73328,Entire home/apt,650,1,251,2.15,12,Austin
319887,Quaint East Austin 2BR SXSW 2016,1640158,30.25328,-97.72968,Entire home/apt,694,4,2,0.02,1,Austin
319894,The Perfect Austin Modern Home,1640172,30.28354,-97.64966,Entire home/apt,189,2,138,1.18,2,Austin
321069,Avail ACL: 3/2 Mid-Century Mod-Central Austin,1644741,30.25398,-97.77856,Entire home/apt,679,2,1,0.02,1,Austin
321675,3/2 House w/ Pool in Barton Hills,1142525,30.25104,-97.78973,Entire home/apt,500,1,13,0.13,1,Austin
322834,Spacious 3/2 East Austin Home,3797734,30.26849,-97.71874,Entire home/apt,240,4,47,0.77,1,Austin
323733,4th St Loft in Downtown Austin!,1654178,30.26843,-97.74548,Entire home/apt,178,1,362,9.48,1,Austin
324480,Charming Central Austin Apartment,1660476,30.29905,-97.73881,Entire home/apt,82,30,0,,2,Austin
325889,"Dream Location, Creative 5-Bedroom House w Jacuzzi",1666874,30.24583,-97.75472,Entire home/apt,785,3,47,1.87,1,Austin
326172,Central Austin Spacious  Guest House with balcony,1665442,30.32619,-97.74457,Entire home/apt,91,7,17,10.0,1,Austin
329172,"Hillside designer home,10 min.dwntn",1680871,30.30085,-97.80794,Entire home/apt,495,3,6,0.06,1,Austin
329306,"Urban Homestead, 5 minutes to downtown",880571,30.27232,-97.72579,Private room,69,2,516,6.42,4,Austin
330301,Entire Upstairs Near Apple & Domain,1685125,30.44934,-97.76359,Private room,111,2,24,1.06,1,Austin
331549,One Room with Private Bathroom,1690383,30.23911,-97.58625,Private room,100,2,0,,1,Austin
333114,House for rent in  North Austin,1697428,30.37019,-97.65419,Private room,109,1,0,,1,Austin
333442,RARE SECLUDED 1940s ESTATE  Safe Cleaning Protocol,1698318,30.31267,-97.76641,Entire home/apt,329,3,144,1.39,1,Austin
333815,Solar Sanctuary - Zen Room,372962,30.25381,-97.75262,Private room,102,2,145,1.38,1,Austin
334616,Great SXSW East Central Apartment,608539,30.24481,-97.72379,Entire home/apt,250,1,2,0.02,1,Austin
335885,"4Bed/2Bath Sleeps 12+ w Pool, Sauna, Gym & Games",1707903,30.20621,-97.85577,Entire home/apt,1750,2,43,1.66,2,Austin
340045,Greenbelt Professional Loft,1725752,30.25937,-97.79249,Entire home/apt,400,4,0,,1,Austin
340630,2 Bedroom duplex for monthly rental,531267,30.33061,-97.72531,Entire home/apt,50,30,19,0.61,3,Austin
341382,SXSW | 4 bedroom home near Downtown,1205884,30.26543,-97.71338,Entire home/apt,750,4,124,1.41,1,Austin
341596,South Austin Ultra Modern,1733004,30.24623,-97.75904,Private room,110,2,70,0.67,1,Austin
342039,"Garden Guesthouse, central East Austin gem.",1735494,30.25158,-97.73147,Entire home/apt,184,1,303,2.91,2,Austin
343462,Charming Family Friendly Apartment,1742984,30.26895,-97.68947,Entire home/apt,99,1,243,2.87,1,Austin
343889,Close-in Central/East Garage Apt,1744639,30.27293,-97.72288,Entire home/apt,47,30,27,0.23,1,Austin
345221,Austin Historic Home Downtown SxSW,1644218,30.27247,-97.74796,Entire home/apt,299,3,8,0.08,2,Austin
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,30.24619,-97.74569,Entire home/apt,310,2,109,1.04,1,Austin
345536,Austin Artist's Hm. in Hippest Area,1752493,30.2466,-97.76157,Entire home/apt,187,3,247,9.65,3,Austin
347572,East Austin Bungalow,1761506,30.26448,-97.71715,Entire home/apt,125,2,29,0.47,1,Austin
347654,ATX -SOCO 3bd House...beats hotels!,1761915,30.23661,-97.7449,Entire home/apt,500,1,55,1.74,2,Austin
347802,Hyde Park Bungalow close to UT & DT,1594787,30.30224,-97.72768,Entire home/apt,221,2,207,2.46,1,Austin
347847,The Heart of Chic Eastside/Near UT & Downtown,1763086,30.27119,-97.72965,Entire home/apt,241,2,70,2.3,1,Austin
347935,for formula one only...,1763742,30.25152,-97.76212,Entire home/apt,643,5,1,0.01,1,Austin
349447,"Eastside Cabana - Near UT,Downtown",1975748,30.27871,-97.72332,Entire home/apt,137,1,686,25.01,5,Austin
349635,Central Austin (Tarrytown) Bed and Bath,1771402,30.29932,-97.77631,Private room,78,1,62,1.42,2,Austin
351865,French country charming room/bath,1782559,30.33345,-97.64937,Private room,75,1,0,,1,Austin
353126,Monthly Rental Guest House /Apartment  in SoCo,1788349,30.2398,-97.74525,Entire home/apt,58,29,6,0.26,2,Austin
353261,4/3.5 SoCo Bungalow,1789494,30.24276,-97.75211,Entire home/apt,613,3,170,2.51,1,Austin
353955,SXSW Luxury 2 Bedroom appt!,1792021,30.34574,-97.80069,Entire home/apt,225,3,1,0.01,1,Austin
354263,Colorful Artsy and Unusual Guesthouse in Bouldin Creek,1752493,30.24821,-97.76343,Entire home/apt,154,3,333,2.85,3,Austin
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,30.25884,-97.73056,Entire home/apt,630,3,5,0.05,1,Austin
354569,Ultimate casually elegant retreat,2049988,30.28885,-97.76001,Entire home/apt,248,3,11,0.12,1,Austin
355176,Private South Austin Guest House,1798140,30.22187,-97.7747,Entire home/apt,110,30,21,0.19,1,Austin
355232,Great SXSW Location. 3br/2baths,1798084,30.24748,-97.74724,Entire home/apt,1000,1,3,0.03,1,Austin
355328,SXSW - musician's home,1798834,30.23928,-97.77907,Entire home/apt,100,1,0,,1,Austin
355792,"Clean, Cute & Central-Clarksville!",1801114,30.28097,-97.75393,Entire home/apt,97,7,13,0.19,1,Austin
356675,Midcentury Modern in Central Austin,1805253,30.3054,-97.76974,Entire home/apt,1050,30,2,0.02,1,Austin
356719,Cozy and Modern Home,1805524,30.30571,-97.69464,Entire home/apt,300,2,1,0.01,1,Austin
356837,Upscale 3 story Downtown Townhouse,1806205,30.28184,-97.74276,Entire home/apt,442,2,20,0.21,3,Austin
357529,Zilker Home close to everything,1808807,30.25478,-97.76854,Entire home/apt,193,3,264,3.89,2,Austin
358164,Beautiful  Private Cottage,1812799,30.3124,-97.72007,Private room,92,2,180,1.76,1,Austin
358643,Entertainers Delight Close to SOCO,1815367,30.22971,-97.76695,Entire home/apt,800,1,0,,1,Austin
362460,SXSW  Bungalow Available 2/1,1831617,30.31744,-97.74547,Entire home/apt,625,4,0,,1,Austin
363040,Zilker Festival Suite,213651,30.25433,-97.77582,Entire home/apt,81,2,286,2.79,2,Austin
363944,The Big Zilker. Minutes to it all!,1840480,30.25795,-97.77202,Entire home/apt,1452,4,29,0.37,11,Austin
364025,Perfect for ACL/SXSW. Walk everywhere!,1839064,30.27371,-97.75301,Entire home/apt,225,5,13,0.12,1,Austin
364121,Private romantic getaway 150' above Lake Travis,871765,30.39243,-97.92007,Hotel room,210,2,1,0.02,1,Austin
364269,Zilker Treehouse! Best Neighborhood,1840480,30.25954,-97.76978,Entire home/apt,484,4,88,2.8,11,Austin
365471,Hip E.Side Downtwn House Walk 2 ALL!,1845598,30.25917,-97.73425,Entire home/apt,429,1,88,1.21,1,Austin
367356,New listing! Modern Austin home super close to downtown w/free WiFi/full kitchen,1488733,30.30651,-97.72278,Entire home/apt,211,1,170,2.09,21,Austin
367366,Large ATX Home Minutes to Downtown,1854873,30.26309,-97.68447,Entire home/apt,140,2,134,8.48,1,Austin
367445,Charming Hyde Park Casita,1855238,30.3068,-97.72797,Entire home/apt,106,3,191,1.8,1,Austin
367789,Completely Renovated Mid Century,1856695,30.30549,-97.77147,Entire home/apt,2150,4,1,0.01,1,Austin
369090,SXSW Walk to Downtown. 2br Apt.,1861886,30.25858,-97.75181,Entire home/apt,650,1,0,,1,Austin
381240,Urban condo walk to SoCO/downtown,1887493,30.2538,-97.74359,Entire home/apt,525,3,3,0.05,1,Austin
403090,Enjoy Rm in Artist's Hm N BEST AREA,1752493,30.24699,-97.76343,Entire home/apt,88,3,24,0.23,3,Austin
406911,❤ Banana Bread+Next to Downtown+Cozy+Screen Porch,1652515,30.25909,-97.756,Entire home/apt,151,1,345,3.59,1,Austin
412290,GREAT Room - SOUTH CONGRESS Area!,1726978,30.23899,-97.7522,Private room,47,1,52,0.5,2,Austin
414543,Spacious Retreat in East Austin,2061635,30.295,-97.68182,Entire home/apt,152,3,0,,1,Austin
424279,"Steps to S. Congress, 2 bedroom oasis w/ pool",1275188,30.241,-97.75371,Entire home/apt,159,30,26,0.32,1,Austin
433996,Modern Loft in the Heart of Austin!,2157243,30.26139,-97.77566,Entire home/apt,161,2,242,4.33,9,Austin
435211,Austin Historic home bedroom only,1644218,30.27241,-97.74894,Private room,82,2,164,1.43,2,Austin
438411,Cozy central east home-kid friendly,2177425,30.26529,-97.71573,Entire home/apt,200,21,16,0.51,1,Austin
442720,House on the Creek - 4BR/3BA - 10 minutes to City,2200336,30.29948,-97.79728,Entire home/apt,346,3,94,2.13,1,Austin
461404,Cute & Cozy Central Austin House,1021729,30.3239,-97.731,Entire home/apt,124,2,78,0.92,1,Austin
479197,Funky SoFi Condo! Walk downtown! Private bathroom,1918269,30.258,-97.75195,Private room,45,30,27,0.9,3,Austin
485360,Downtown Condo with Austin's skyline view!,2402591,30.26778,-97.72849,Entire home/apt,139,2,97,1.43,1,Austin
501861,Downtown SoCo Guest House,2476440,30.25282,-97.74596,Entire home/apt,296,2,50,24.19,4,Austin
510168,Peaceful retreat in the trees,793021,30.34253,-97.8616,Entire home/apt,295,3,91,1.15,1,Austin
517378,South Austin Condo with Great View,2546917,30.20976,-97.81729,Entire home/apt,250,1,0,,1,Austin
517430,Elegant Upper Level Home Apartment Minutes from Downtown,2546775,30.29961,-97.73449,Entire home/apt,120,2,121,121.0,1,Austin
522136,Downtown Oasis - Quiet Retreat!,2567934,30.27936,-97.74362,Entire home/apt,115,3,415,6.25,1,Austin
525231,"Brentwood Guest House, Modern Home, Central Locale",2507231,30.34024,-97.73739,Entire home/apt,129,2,80,0.77,1,Austin
528338,Suite Spot (Zilker),2595932,30.2619,-97.76328,Entire home/apt,99,3,469,5.52,1,Austin
540377,Beautiful SoCo House near downtown,989596,30.24852,-97.74502,Entire home/apt,255,3,7,0.07,2,Austin
542124,Designer Oasis-East Central Austin,2457470,30.27514,-97.71954,Private room,100,2,31,0.64,1,Austin
560094,"Safe Stay/Downtown, Zilker, ACL,HotTub",4335991,30.2478,-97.786,Entire home/apt,400,2,68,0.65,1,Austin
563735,Zen Modern Home Near Downtown AUS,2771838,30.25289,-97.79371,Private room,55,30,1,0.01,1,Austin
577499,Sunny Zilker Neighborhood Studio,2839795,30.25881,-97.76377,Entire home/apt,98,2,442,9.38,1,Austin
587572,Austin Getaway,7976770,30.24546,-97.76627,Entire home/apt,100,2,171,2.8,1,Austin
592958,SOCO Beautiful Bungalow to Experience ATX!!,2927288,30.24373,-97.75394,Entire home/apt,642,2,57,21.65,2,Austin
602877,Stylish Furnished Condo with Pool,1280071,30.35992,-97.7331,Entire home/apt,75,30,5,0.05,1,Austin
603084,"Modern, Spacious 3/2/2 South Austin",1282837,30.20451,-97.7971,Entire home/apt,191,30,90,0.86,2,Austin
607536,Mid-Century Modern East Austin- 2 Rooms in a house,2546033,30.30308,-97.67689,Private room,83,2,130,1.68,1,Austin
609618,Clean Room & Own Bath in 50's home,2989106,30.29991,-97.71398,Private room,70,2,28,0.38,1,Austin
620532,French Place Studio,806961,30.29087,-97.71979,Entire home/apt,55,30,19,0.17,2,Austin
622495,The Blue Dahlia--close to Downtown!,12409,30.28714,-97.75258,Entire home/apt,65,30,31,0.3,2,Austin
628034,Charming Vintage Craftsman - East Downtown,2436512,30.27191,-97.71989,Entire home/apt,196,1,536,5.03,6,Austin
632659,Central/East Maple Guest House,3147504,30.28273,-97.71702,Entire home/apt,195,2,338,6.28,1,Austin
634224,5 Bedroom Home w/ a Putting Green & Pool Austin TX,3158297,30.36089,-97.76115,Entire home/apt,3000,2,9,0.15,1,Austin
636996,15-20 min walk ACL/Zilker; Quiet Getaway;CloseDntn,552705,30.28264,-97.77104,Entire home/apt,265,3,11,0.42,1,Austin
637480,NA Bright Cozy Gem,3179679,30.27808,-97.75098,Entire home/apt,190,3,11,0.2,1,Austin
642674,"Thistle Hill Studio, DrippingSprings",2033896,30.22072,-98.00722,Entire home/apt,146,27,51,0.7,1,Austin
644051,"Central Austin, close to everything. Monthly rates",3222157,30.25084,-97.73897,Entire home/apt,536,2,32,0.3,1,Austin
646392,Travis Heights Hideaway SoCo studio,2076136,30.2438,-97.73968,Entire home/apt,92,4,688,11.38,3,Austin
649833,SXSW Downtown Austin 94 Walk Score,3262147,30.27508,-97.75095,Entire home/apt,899,3,1,0.01,1,Austin
659787,Charming East Austin Bungalow,2831971,30.25699,-97.73007,Entire home/apt,236,3,126,19.79,1,Austin
660425,The Casita on Hether St,3333277,30.25278,-97.77303,Entire home/apt,139,2,141,4.48,1,Austin
662226,Brentwood Bungalow-Central-2 BDRMS,543367,30.33529,-97.72924,Entire home/apt,160,30,21,0.41,2,Austin
662245,2B/2B Condo in Downtown Austin,3343870,30.26869,-97.75165,Entire home/apt,493,5,2,0.02,1,Austin
664013,Charming Hill Country Cottage -Multiple Night Stay,265070,30.34998,-97.85608,Private room,82,2,175,7.02,2,Austin
668301,A Place To Stay In Austin,2885190,30.24706,-97.75664,Entire home/apt,400,5,156,1.6,1,Austin
676107,Private Upstairs Oasis!,3434065,30.15374,-97.80159,Private room,66,1,253,2.94,2,Austin
676959,Cozy/ Private Rm in S. Austin!,3434065,30.15391,-97.80261,Private room,49,1,417,5.19,2,Austin
683558,Austin Mid Century Modern for SXSW,3484128,30.27294,-97.79612,Entire home/apt,2000,3,0,,1,Austin
685361,5 Star Gorgeous and Spacious Downtown Austin 4BR,3495665,30.2803,-97.75612,Entire home/apt,820,2,28,0.31,1,Austin
685451,CampEZ-1 in SxS Austin TX,1568741,30.21038,-97.76873,Entire home/apt,18,2,26,0.41,12,Austin
687675,Comfy 3/2 Home on UT shuttle,3509782,30.3513,-97.76011,Entire home/apt,275,2,67,0.65,1,Austin
692220,My Treehouse Home in South Austin,3539325,30.23537,-97.75171,Entire home/apt,55,30,62,0.67,2,Austin
693890,"Beautiful duplex, perfect for SXSW!",3547591,30.24313,-97.74225,Entire home/apt,545,2,0,,1,Austin
698373,Walk to SXSW - Downtown Studio!!,3579720,30.25689,-97.74658,Private room,250,3,0,,1,Austin
699018,"Urban Oasis! Near Downtown, Great for Work at Home",3584580,30.31268,-97.75381,Entire home/apt,183,30,50,0.46,3,Austin
699485,1 rm in house - 10 mi from SXSW!!,3587826,30.19411,-97.78186,Entire home/apt,400,1,0,,1,Austin
701159,Boutique Condo in Historic Clarksville- near SXSW,2697403,30.28065,-97.75971,Entire home/apt,225,2,9,0.21,1,Austin
701300,Charming garden home for F1 weekend,3598921,30.37102,-97.74446,Entire home/apt,1250,2,0,,1,Austin
701392,Central ATX Private Paradise - 3BR/2BA close to DT,2207307,30.2991,-97.74167,Entire home/apt,228,2,142,1.95,1,Austin
702294,Lovely & creative artist/musician home by SoCo.,1376031,30.24758,-97.7384,Entire home/apt,407,3,34,0.47,1,Austin
702474,"South Central Apartment, Formula 1",3605974,30.2307,-97.76556,Private room,300,1,0,,1,Austin
702825,"MOD CASA: PRIVATE, HOMEY LOCAL-LIVING/ 78704",3608356,30.23573,-97.76233,Entire home/apt,274,3,197,2.11,1,Austin
704589,"Waterfront 1-bed, 2 mi. to Downtown",3619116,30.24618,-97.72823,Entire home/apt,206,2,35,0.33,1,Austin
705858,Walk to South Congress from Your Retreat with Heated Pool,3626574,30.24654,-97.74713,Entire home/apt,210,1,696,21.7,4,Austin
706950,Walk to Zilker - 4 bedroom 3.5 bath,3633458,30.28243,-97.77596,Entire home/apt,2250,5,0,,1,Austin
708582,Central East Austin House w. Fenced Backyard,3644573,30.26444,-97.69897,Entire home/apt,132,1,37,0.35,2,Austin
710276,SXSW SPECIAL - Lovely 2BD HOME,1208231,30.24187,-97.77914,Entire home/apt,233,5,5,0.06,1,Austin
711149,Big Hollow,3659932,30.39968,-97.91422,Entire home/apt,1100,1,0,,1,Austin
714115,Charming spacious quiet house ACL,3677807,30.23305,-97.78022,Entire home/apt,500,3,0,,1,Austin
714922,Treetop Guesthouse Monthly Rental * $75 nightly,3295530,30.24103,-97.76325,Entire home/apt,75,30,85,1.95,1,Austin
716119,Dangerously Comfortable Decompression Oasis,3600437,30.33652,-97.65128,Entire home/apt,148,1,257,2.65,1,Austin
720315,Waterfront Condo on Lady Bird Lake,393905,30.24538,-97.72945,Entire home/apt,185,2,96,3.05,1,Austin
720369,3BD Row Home in Heart of City,3718168,30.29409,-97.704,Entire home/apt,219,2,77,0.91,1,Austin
723950,"Well-stocked home, GIGABIT net, 1 Gbps up/down!",3742380,30.25267,-97.72465,Entire home/apt,110,30,80,1.83,1,Austin
729271,"Modern, Sunny Condo off South 1st",3787052,30.238,-97.76486,Entire home/apt,700,4,8,0.12,1,Austin
731024,"Fabulous  House, walk downtown!",1735494,30.25275,-97.72917,Entire home/apt,614,3,8,0.07,2,Austin
733203,"Bold, Historic Manor in the Heart of Town",3820555,30.27221,-97.72846,Entire home/apt,700,2,263,12.44,2,Austin
735659,4 BR 3.5 BA Home in Golf Community,3837842,30.32518,-97.97659,Entire home/apt,1200,3,0,,1,Austin
