id,name,host_id,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,city
45805211,Cozy condo in the heart of Austin,37944062,30.23191,-97.71473,Entire home/apt,78,1,48,22.86,1,Austin
45810860,Two private remodeled rooms & baths in luxury home,65526944,30.28413,-97.80308,Private room,99,5,0,,1,Austin
45816700,Spacious 3 Bed/2 Bath. Gorgeous Backyard & Patio,3381929,30.18582,-97.80655,Entire home/apt,316,2,22,1.82,1,Austin
45824111,Super relaxing getaway,1554241,30.49292,-97.77036,Private room,68,1,1,0.64,2,Austin
45824273,Secluded guest house with pool,36141574,30.4209,-97.78088,Entire home/apt,179,3,5,0.46,1,Austin
45830460,☀Stunning 3rd St Escape ♫ 6th Street — 4 min walk☀,293556347,30.25951,-97.72944,Entire home/apt,238,3,43,11.32,19,Austin
45831240,📽 TikTok Mansion ⛩ 6th Street — 3 min scooter 📽,293556347,30.26054,-97.71132,Entire home/apt,434,3,56,56.0,19,Austin
45831324,♛East Side Masterpiece ♫ 6th Street — 4 min walk♛,293556347,30.26092,-97.72762,Entire home/apt,248,3,50,4.1,19,Austin
45832026,Corporate Spacious Luxury Housing,277983957,30.46281,-97.68151,Entire home/apt,167,25,14,1.19,1,Austin
45837493,World of Tennis 4bed condo,125500002,30.35673,-97.9981,Entire home/apt,200,5,1,0.1,1,Austin
45843984,Great 1bd/1bath apartment with full amenities,61554709,30.40831,-97.66873,Entire home/apt,85,3,0,,1,Austin
45844704,Explore Austin 3BR w/ Detached Office/Yoga Studio,1523587,30.25273,-97.78923,Entire home/apt,725,1,5,0.45,18,Austin
45848451,COUNTRY + SEAWEED HOUSE,3928589,30.258,-97.78067,Entire home/apt,799,4,24,2.07,1,Austin
45850690,Brentwood 2 Bed 2 Bath Apartment + Full Kitchen + Pool + Free Parking,285295166,30.32727,-97.73912,Entire home/apt,92,1,66,10.88,8,Austin
45851307,Monthly rent available: Getaway mins to downtown.,371138932,30.21921,-97.89572,Entire home/apt,744,2,1,0.11,1,Austin
45851318,Large 3BD/2BA Downtown Condo - 1 block to 6th St!,1648227,30.26551,-97.74285,Entire home/apt,1234,1,6,0.5,3,Austin
45860126,EastSide Cottage,300958221,30.25358,-97.71756,Entire home/apt,693,1,15,1.24,4,Austin
45862463,Grit + Grace Ranch - your private retreat!,118565935,30.23257,-97.97982,Entire home/apt,1015,1,0,,88,Austin
45862464,Althea,118565935,30.35071,-97.99736,Entire home/apt,311,1,12,1.11,88,Austin
45863172,Everything you need | 1BR in Austin,359036978,30.25967,-97.74876,Entire home/apt,176,30,0,,293,Austin
45863249,Everything you need | 1BR in Austin,359036978,30.25967,-97.74876,Entire home/apt,177,30,0,,293,Austin
45864799,"Mid-Century home on a private pond, Sleeps 12.",344238063,30.36269,-97.67277,Entire home/apt,414,2,8,4.14,1,Austin
45865538,Apartment Shared Space near Downtown Austin,126912467,30.22909,-97.73188,Private room,71,1,8,0.94,2,Austin
45866232,Apartment located near downtown Austin,126912467,30.22929,-97.73253,Entire home/apt,98,1,0,,2,Austin
45877699,South Austin Hilltop House,350697111,30.23625,-97.77847,Private room,39,4,3,0.39,1,Austin
45895289,Hotel Saint Cecilia,260188286,30.25162298038283,-97.74651504352607,Hotel room,0,1,0,,1,Austin
45896781,Brand New! Amazing Hill Country Retreat.,274009641,30.23629,-97.97918,Entire home/apt,175,2,50,8.82,4,Austin
45898496,Private Room in Austin,61649329,30.38394,-97.65667,Private room,29,1,14,1.18,1,Austin
45898831,Austin Home,18091916,30.22541,-97.72434,Entire home/apt,150,28,5,0.47,1,Austin
45911530,Everything you need | 1 BR in Austin,359036978,30.25967,-97.74876,Entire home/apt,216,30,0,,293,Austin
45912088,WanderJaunt | Orbison | 2BR | Central Austin,104309976,30.30562,-97.72437,Entire home/apt,170,1,24,2.47,141,Austin
45912596,WanderJaunt | Hatley | 2BR | Central Austin,104309976,30.30534,-97.72373,Entire home/apt,153,1,12,2.5,141,Austin
45921622,Location-Location. Cute & Cozy in Downtown Austin,2947621,30.28947,-97.77383,Entire home/apt,149,2,9,2.13,2,Austin
45939066,"Thistle Rock Ranch, 3 BR/2 BA guest house",14343801,30.23674,-97.9835,Entire home/apt,453,2,37,3.26,1,Austin
45940721,Private Granny Flat in Historic Clarksville,10917374,30.2867,-97.76121,Entire home/apt,90,2,43,3.78,1,Austin
45941585,NEW Build home in Trendy East Austin,369664136,30.26303,-97.7066,Entire home/apt,286,2,1,0.09,2,Austin
45950504,The Stewart House: private Pool and lake access,19353541,30.37863,-97.95653,Entire home/apt,337,2,24,2.11,5,Austin
45952963,Clean and classic 1940’s bungalow - East Austin,2211216,30.29285,-97.71835,Entire home/apt,300,7,5,0.47,1,Austin
45955391,Pink Oasis near Downtown Austin,558785,30.25324,-97.71278,Entire home/apt,150,2,16,5.45,1,Austin
45960935,"Charming East Austin Home. Office, Gym & Garage!",43894510,30.30359,-97.69231,Entire home/apt,285,8,3,0.33,1,Austin
45969605,Austin Home with Great Outdoor Space,13425205,30.35483,-97.66251,Entire home/apt,140,3,6,0.53,1,Austin
45970854,Bright kid-friendly Home near The Domain,268576924,30.35572,-97.64146,Entire home/apt,1000,4,0,,1,Austin
45974888,East Austin Bungalow Just 1 mile to Downtown!!!,7216337,30.26411,-97.70951,Entire home/apt,175,2,42,4.42,1,Austin
45975834,WanderJaunt | Presley | 2BR | Central Austin,104309976,30.30502,-97.72574,Entire home/apt,217,1,17,1.44,141,Austin
45991004,Everything you need | 1BR in Austin,359036978,30.25967,-97.74876,Entire home/apt,168,30,0,,293,Austin
45993831,Your home away from home | 2 BR in Austin,359036978,30.25099,-97.86933,Entire home/apt,181,30,0,,293,Austin
46006475,"Remodeled 2 bd Condo Near Downtown, Sleep 4-5",69797687,30.22757,-97.72326,Entire home/apt,88,30,3,0.37,2,Austin
46006924,Charming entire place with private pool,267854797,30.23834,-97.78222,Entire home/apt,183,1,1,0.47,29,Austin
46008916,Beautiful Clarksville Condo just a Walk to West 6th plus Free Parking,50214619,30.27556,-97.75656,Entire home/apt,85,1,45,11.44,16,Austin
46010410,"Inn Cahoots on 6th: 10BR/26Bed,Pool,Roofdeck(U2&3)",814883,30.26312,-97.72866,Entire home/apt,1443,1,1,0.14,12,Austin
46018728,"Beautiful Downtown Studio Cozy Queen Bed, WiFI, TV",261262279,30.26473,-97.7322,Entire home/apt,70,2,30,4.92,1,Austin
46019048,"Central Austin w/covered parking, laundry + patio",1972732,30.35515,-97.71296,Entire home/apt,160,7,0,,1,Austin
46024583,WanderJaunt | Joplin | 2BR | Central Austin,104309976,30.30579,-97.72367,Entire home/apt,281,1,19,7.6,141,Austin
46050161,"2 bedroom, 1 bath, 8 minutes from downtown",191130333,30.28961,-97.74607,Entire home/apt,86,5,8,0.74,1,Austin
46054788,Red Yucca Modern Guest House,25414930,30.24504,-97.89065,Entire home/apt,120,2,4,4.0,1,Austin
46056224,Wyn Austin Resort ~ Rooftop Pool ~ Walk to 6th St!,243470944,30.27166,-97.74756,Entire home/apt,290,2,1,0.13,20,Austin
46056423,Entire Apartment | 1BR-1BA | Nearby Lake,372179504,30.24794,-97.73225,Entire home/apt,97,1,53,4.86,4,Austin
46068949,WanderJaunt | Oveta | 2BR | South Congress,104309976,30.21057,-97.77408,Entire home/apt,197,1,21,2.32,141,Austin
46070965,Wyn Austin Resort ~ Rooftop Pool ~ Walk to 6th St!,243470944,30.27166,-97.74756,Entire home/apt,290,2,1,1.0,20,Austin
46071189,WanderJaunt | Arvin | 1BR | The Domain,104309976,30.40464,-97.72146,Entire home/apt,147,1,10,0.93,141,Austin
46072587,Affordable Pet-Friendly Bouldin Creek Apartment,373424555,30.2447,-97.76332,Entire home/apt,85,29,6,0.6,8,Austin
46073084,The Blue Room,63253402,30.16315,-97.74408,Private room,43,1,13,3.48,2,Austin
46073686,Cozy studio in Central Austin,36957600,30.31874,-97.71838,Entire home/apt,95,21,12,1.07,4,Austin
46081406,ABOVE VILLA BONITA | Pool & Hot Tub | Secluded & Private | Sleeps 12,210733801,30.35989,-97.84179,Entire home/apt,1987,1,0,,32,Austin
46081423,ABOVE SIGNATURE ESTATE I Up to 10 Beds I Exquisite Luxury I Close to ATX,210733801,30.32216,-97.77888,Entire home/apt,1834,1,0,,32,Austin
46083608,A home you will love | 2BR in Austin,359036978,30.28087,-97.70993,Entire home/apt,209,30,0,,293,Austin
46085873,WanderJaunt | Lance | 2BR | Central Austin,104309976,30.30377,-97.72537,Entire home/apt,148,1,24,7.13,141,Austin
46086789,NEW!!  Rustic Charm in a Luxury Setting!!,274009641,30.23778,-97.97964,Entire home/apt,179,2,57,57.0,4,Austin
46101661,Newly Renovated Stylish West Campus Condo -Near UT,5552626,30.29199,-97.74721,Entire home/apt,88,2,16,1.4,1,Austin
46102121,Modern home w/Downtown views &  pool!,87116865,30.27637,-97.7833,Entire home/apt,1450,30,1,0.12,1,Austin
46103871,The Treehouse | Cozy East Side Stay |  FullKitchen,5565446,30.25497,-97.72396,Entire home/apt,139,3,38,5.25,4,Austin
46111943,"Downtown Condo with Skyline Views, Walkable Locale",109638288,30.27745,-97.74896,Entire home/apt,141,2,4,0.36,72,Austin
46124461,New & Trendy Downtown ATX Stay!!!,373797829,30.2592,-97.74784,Entire home/apt,256,2,43,4.06,1,Austin
46126216,Coffee and Chill,50977,30.28365,-97.72027,Entire home/apt,225,3,1,0.24,1,Austin
46138669,WanderJaunt | Janis | 2BR | North Austin,104309976,30.44357,-97.74992,Entire home/apt,197,1,6,0.53,141,Austin
46141020,"Private bedroom with 1.5 bath, wifi",348189890,30.20921,-97.74111,Private room,500,10,0,,2,Austin
46144754,Rooftop Pool! ~ Walk to 6th St ~ Wyn Austin Resort,243470944,30.27164,-97.74757,Entire home/apt,242,2,3,0.26,20,Austin
46171539,East Austin Home with a View,24524199,30.27422,-97.68885,Entire home/apt,115,30,1,0.1,1,Austin
46177279,Beautiful 2-Story loft in a gated safe complex,81772335,30.23148,-97.73171,Entire home/apt,74,14,0,,1,Austin
46181205,New Garage Apartment - New Community near airport,1862623,30.15178,-97.71871,Entire home/apt,89,2,24,2.1,1,Austin
46189639,Private Bed & Bath in East Riverside Townhome,88969767,30.22817,-97.73896,Private room,80,30,6,0.81,1,Austin
46194205,Modern Zilker Retreat- Furnished Deck and Yard!,364333630,30.26052,-97.77262,Entire home/apt,500,2,0,,1,Austin
46194308,Friendly & Funky w. Great Conversation Spaces!,18421413,30.340853,-97.712837,Entire home/apt,315,3,1,0.39,3,Austin
46195908,West of Austin Hideaway,163345506,30.1763,-97.94614,Entire home/apt,87,2,11,1.93,1,Austin
46199514,Clean apt just for you | 1BR in Austin,359036978,30.39961,-97.72334,Entire home/apt,206,30,0,,293,Austin
46214020,Stay in a place of your own | 1BR in Austin,359036978,30.18271,-97.77731,Entire home/apt,147,30,0,,293,Austin
46219932,NEW~ Spacious cozy+modern w/ backyard in South ATX,154488820,30.19259,-97.78565,Entire home/apt,313,2,48,9.0,1,Austin
46221977,~The Abode~ Pet Friendly home in Central Austin!,55352228,30.23889,-97.76123,Entire home/apt,225,3,21,2.01,3,Austin
46236559,Charming FRENCH Bungalow - Mueller,54418618,30.30027,-97.71287,Entire home/apt,155,7,9,1.18,2,Austin
46239406,Charming downtown Austin 6 bedroom Mansion,302142399,30.27682,-97.76096,Entire home/apt,856,2,24,2.29,7,Austin
46244413,South East ATX Getaway- Family & Dog Friendly!,367565136,30.19884,-97.74987,Entire home/apt,287,2,21,10.68,11,Austin
46255747,21 foot Guest House for easy sleeping (RV) sleep 4,288064355,30.23515,-97.80852,Entire home/apt,80,4,0,,1,Austin
46255897,The Treehouse in central east Austin,3370586,30.28181,-97.70698,Entire home/apt,185,2,63,7.5,1,Austin
46258412,Buddy's East Austin Oasis + Cowboy Pool!,339284173,30.26335,-97.70614,Entire home/apt,319,2,47,15.49,1,Austin
46258469,2 Bedroom Villa in the Heart of Downtown Austin,79259184,30.27079,-97.74865,Entire home/apt,117,2,32,3.47,3,Austin
46259116,"Austin, TX - Entire Studio Condo",372675263,30.27283,-97.74705,Entire home/apt,339,2,1,0.21,3,Austin
46259316,"Austin, TX - Entire 2 Bedroom Condo",372675263,30.27229,-97.74682,Entire home/apt,514,2,0,,3,Austin
46260698,Spacious East Austin: Minutes from DT and Rainey,7556778,30.27812,-97.71141,Entire home/apt,295,2,0,,2,Austin
46264254,"Private Bungalow - Walk to E 6th, Laundry, Parking",94705836,30.26224,-97.7174,Entire home/apt,335,3,27,4.01,5,Austin
46273136,HIP HIDEAWAY,374645236,30.33649,-97.70835,Entire home/apt,85,2,17,1.56,9,Austin
46277276,Solar-Powered Luxury Home on East Side,3148972,30.25926,-97.68357,Entire home/apt,180,12,3,0.27,1,Austin
46279323,Renovated Clarksville Apartment for 4 Guests + Parking + Close to West 6th,50214619,30.27373,-97.75636,Entire home/apt,92,1,54,42.63,16,Austin
46280147,"Lavish Escape | Firepit | 1 Block to Dining, Shops",109638288,30.24619,-97.75068,Entire home/apt,397,30,9,1.22,72,Austin
46281022,Locale | Rainey Street | 1BR with Workstation,2370669,30.26011,-97.73975,Entire home/apt,321,1,15,1.4,4,Austin
46281476,Quirky Casita,374645236,30.3372,-97.70696,Entire home/apt,94,2,35,3.28,9,Austin
46285626,Atomic Age,374645236,30.33753,-97.70956,Entire home/apt,114,2,6,0.54,9,Austin
46288207,Rustic Inn,374645236,30.33712,-97.70795,Entire home/apt,109,2,12,1.48,9,Austin
46289189,Selfie Sanctuary,374645236,30.33694,-97.70842,Entire home/apt,103,2,16,1.5,9,Austin
46289287,Holly Bungalow | Cool  Retreat | Close to Eateries,5565446,30.25482,-97.72396,Entire home/apt,194,30,4,0.41,4,Austin
46295102,Newly Remodeled East Austin Bungalow,555350,30.25111,-97.72419,Entire home/apt,249,2,0,,1,Austin
46296604,* Studio Condo * Wyndham Austin Texas,234194182,30.27197,-97.74866,Entire home/apt,229,3,1,0.11,2,Austin
46296699,1 Bedroom Deluxe Condo * Wyndham Austin Texas,234194182,30.27212,-97.7464,Entire home/apt,299,3,2,0.25,2,Austin
46300402,North Austin Hip Duplex,374645236,30.39801,-97.69987,Entire home/apt,171,2,6,1.07,9,Austin
46301061,Brilliant apartment home | 2BR in Austin,359036978,30.44822,-97.78489,Entire home/apt,235,30,0,,293,Austin
46310040,Spacious 2BR Condo Downtown ATX | Walk to it All!,183115637,30.27133,-97.74813,Entire home/apt,191,30,6,0.64,1,Austin
46317793,Austin Luxury Townhome,195270844,30.43482,-97.77948,Entire home/apt,151,2,15,10.71,5,Austin
46319173,Luxury Austin Oasis,51924058,30.28811,-97.77036,Entire home/apt,550,20,1,0.15,1,Austin
46327282,"★ Scenic Hill Country Lake House, 2Kings, Patios ★",250756711,30.36778,-97.9196,Entire home/apt,285,2,58,28.06,1,Austin
46328080,Eclectic East Austin Home w/Double Rooftop Deck,176083072,30.26816,-97.68376,Entire home/apt,154,2,7,0.74,1,Austin
46331070,The Blueberry Cottage in South Austin,49272247,30.22085,-97.78049,Entire home/apt,175,1,16,1.42,1,Austin
46332325,Lake Travis Tranquility,267695861,30.38968,-97.89386,Entire home/apt,1250,3,0,,1,Austin
46334292,Private Getaway in Austin with Pool and a View!,181205324,30.20858,-97.81664,Entire home/apt,124,2,4,0.41,1,Austin
46335636,Cozy Mid Century Pad ~Outdoor Oasis|Luxury Bath,375042162,30.45856,-97.76176,Entire home/apt,176,3,18,5.63,2,Austin
46336743,A Cozy Home 🌵- 10 MINS from Downtown!,375048108,30.31808,-97.7113,Entire home/apt,95,1,37,4.13,1,Austin
46338510,☼ Japanese Lantern Residence | Work From Home with Fast WiFi and Comfy Queen Bed,243684594,30.23786,-97.78432,Entire home/apt,99,1,19,1.71,39,Austin
46338658,"❀ Cozy Extended Stay with Pool | The Sakura Retreat | Gym, Fast WiFi, Parking",243684594,30.23744,-97.78471,Entire home/apt,101,1,10,1.1,39,Austin
46341096,Wondrous Private Master Bed/Bath in remodeled home,28002922,30.2243,-97.72359,Private room,60,30,0,,6,Austin
46353057,Renovated Bungalow Tucked Away In South Austin,71639191,30.16671,-97.82106,Entire home/apt,160,2,10,1.23,1,Austin
46357895,The Art Gallery House,89882527,30.41592,-97.7163,Entire home/apt,250,2,7,0.67,1,Austin
46361094,Elmer’s Humble Adobe II,85556091,30.29002,-97.66055,Private room,52,2,21,7.08,2,Austin
46365249,★All-Season Retreat w/ Breathtaking View near DWTN,259870806,30.23208,-97.77902,Entire home/apt,121,1,29,6.96,2,Austin
46371801,Mint House The Hatchery: Queen Studio,367697136,30.25549,-97.73195,Entire home/apt,178,1,12,1.46,6,Austin
46371815,Mint House The Hatchery: Deluxe Studio,367697136,30.25356,-97.73204,Entire home/apt,197,1,81,14.73,6,Austin
46371844,Mint House The Hatchery: Accessible Studio,367697136,30.25329,-97.73287,Entire home/apt,178,1,2,0.29,6,Austin
46378717,Peaceful space in heart of city!,39181341,30.24455,-97.73869,Entire home/apt,183,30,5,0.46,1,Austin
46379017,A home you will love | 2BR in Austin,359036978,30.28087,-97.70993,Entire home/apt,203,30,0,,293,Austin
46379836,Entire Cozy Apartment | 1BR 1.5BA | Near Downtown,372179504,30.23771,-97.76579,Entire home/apt,102,1,34,7.85,4,Austin
46382285,Casita Azul | Central ATX Backyard Guest House,3677094,30.34086,-97.72553,Entire home/apt,86,2,19,8.38,1,Austin
46383785,Brand New-Austin Babes Bungalow,213993891,30.15905,-97.7816,Entire home/apt,343,2,61,8.13,1,Austin
46398957,NEW Downtown Austin Remodeled Luxury Historic Home - Sleeps 16 | Professionally Cleaned + Hosted By GuestSpaces,138398089,30.27835,-97.75229,Entire home/apt,1165,3,9,0.84,32,Austin
46410855,Centrally Located Modern Brentwood Bungalow,60160809,30.332,-97.72564,Entire home/apt,180,30,1,0.36,1,Austin
46412123,Extended Stay ATX Condo Close to Everything! 🏙,337104866,30.40812,-97.70039,Entire home/apt,125,30,4,0.47,1,Austin
46413873,Brentwood Casita,26767316,30.33683,-97.72788,Entire home/apt,95,30,4,0.42,1,Austin
46414295,"Kozy Kottage 1/1 - Heart of SoCo, Minutes to DT",346286485,30.23753,-97.74329,Entire home/apt,54,30,3,1.32,2,Austin
46416057,B36 Queen Bed Studio in All Inclusive Community,20851570,30.32968,-97.70257,Entire home/apt,65,1,12,1.16,39,Austin
46416848,B42 Queen Bed Studio in All Inclusive Community,20851570,30.32805,-97.70267,Entire home/apt,65,1,5,0.5,39,Austin
46417064,B40 Queen Bed Studio in All Inclusive Community,20851570,30.33034,-97.70269,Entire home/apt,65,1,12,3.36,39,Austin
46419297,Ultimate Downtown View Top Floor 1B/1B on 2nd St,375579714,30.26533,-97.74853,Entire home/apt,195,1,47,4.22,1,Austin
46420034,Casa de Coco: Glamping in the City,13538288,30.40401,-97.68083,Entire home/apt,77,2,40,8.33,1,Austin
46420312,"⚘ 5 Minutes from ACL | Comfy Bed, Gym, & Fast Wi-Fi 💻 Work From Home",243684594,30.23777,-97.78287,Entire home/apt,165,1,20,3.61,39,Austin
46427250,Quaint Cottage in Hip Brentwood,120975504,30.32848,-97.73311,Entire home/apt,149,1,50,7.81,1,Austin
46430424,Tiniest House in Texas,25902973,30.33714,-97.7089,Private room,24,2,38,5.28,1,Austin
46436255,Cool and comfortable house in Mueller,96233968,30.30012,-97.69649,Entire home/apt,471,2,35,3.27,1,Austin
46464172,Sofia Combo - heart of Clarksville!,118565935,30.28188,-97.75826,Entire home/apt,3430,1,5,0.81,88,Austin
46467323,WanderJaunt | Lynn | Studio | Barton Hills,104309976,30.25849,-97.78937,Entire home/apt,141,1,6,0.56,141,Austin
46468074,Clean apt just for you | 1BR in Austin,359036978,30.39961,-97.72334,Entire home/apt,215,30,0,,293,Austin
46468087,WanderJaunt | Weaver | Studio | Barton Hills,104309976,30.25849,-97.78707,Entire home/apt,115,1,23,4.93,141,Austin
46480873,Art Deco retreat w/ private Palm Springs courtyard,375970401,30.29057,-97.75783,Entire home/apt,143,30,2,0.25,1,Austin
46484690,Downtown View / 90 Sec. Walk to Famous S. Congress,375129676,30.25144,-97.745979,Entire home/apt,140,30,2,0.3,8,Austin
46485666,"Kasa | Pet Friendly, Pool Access, Near Shopping & Dining | Lady Bird Lake",379711454,30.26391,-97.74114,Entire home/apt,347,2,80,7.59,8,Austin
46489768,South Congress home w/ backyard paradise!,238970527,30.20506,-97.77863,Entire home/apt,250,2,20,1.96,1,Austin
46490468,Modern Contemporary in SoCo,215069225,30.22656,-97.75586,Entire home/apt,114,2,49,4.82,1,Austin
46510899,Pet-Friendly Studio Apartment with Gorgeous Yard,373424555,30.21632,-97.77404,Entire home/apt,90,29,4,4.0,8,Austin
46511247,Pet-Friendly 3 BR House with Gorgeous Backyard,373424555,30.21787,-97.77476,Entire home/apt,160,29,4,0.42,8,Austin
46513674,Modern Train Depot Farmhouse: Private 1 acre oasis,140140159,30.41956,-97.73796,Entire home/apt,244,2,63,19.48,1,Austin
46522245,Art Gallery Apartment in the Heart of East Austin,376252794,30.26156,-97.72648,Entire home/apt,100,1,15,1.44,1,Austin
46525743,Secret authentic gem in central ATX walk to ACL,29492935,30.28017,-97.75984,Entire home/apt,124,2,27,11.1,1,Austin
46525814,"Wyndham Austin, 2 Bedroom Condo, Free WifI",34452053,30.27133,-97.74671,Entire home/apt,431,3,1,0.09,1,Austin
46528916,Rock Way Getaway,376301532,30.23241,-97.93328,Entire home/apt,228,2,25,2.31,2,Austin
46529406,Downtown Cozy & Elegant Hideout,24328993,30.27975,-97.74538,Entire home/apt,122,2,27,4.33,2,Austin
46530206,WanderJaunt | Garner | 1BR |  East Riverside,104309976,30.24054,-97.72439,Entire home/apt,144,1,16,1.48,141,Austin
46531122,"Bright, Luxurious, Colonial-Style Downtown Home",21355967,30.25453,-97.73629,Entire home/apt,1179,3,21,2.06,1,Austin
46531251,Homey & Restful 4 BD ATX,276920863,30.28604,-97.74846,Entire home/apt,254,2,31,4.01,24,Austin
46534098,WorldMark Austin - 1 Bedroom,262977661,30.27248,-97.74691,Entire home/apt,182,1,0,,6,Austin
46534290,WorldMark Austin - 2Bed/2Bath #,262977661,30.27207,-97.7487,Entire home/apt,218,1,0,,6,Austin
46534412,WorldMark Austin - Studio Deluxe,262977661,30.27124,-97.74845,Entire home/apt,176,1,0,,6,Austin
46547122,WanderJaunt | McKinney | 1BR | East Riverside,104309976,30.2426,-97.72333,Entire home/apt,160,1,22,4.18,141,Austin
46559463,Landing | Modern Apartment with Amazing Amenities (ID1533),263502162,30.43767,-97.72952,Entire home/apt,146,30,0,,50,Austin
46564788,Remote-work Getaway in Trendy East Austin,64051329,30.29574,-97.70189,Entire home/apt,1000,2,2,1.09,1,Austin
46565036,Delightful + Exquisite Loft on 6th Street - Walk Downtown,88769927,30.26497,-97.73209,Entire home/apt,63,1,91,8.35,4,Austin
46566459,Charming bedroom near downtown,267854797,30.23866,-97.73427,Private room,41,30,23,2.18,29,Austin
46567288,"Bright Comfy Modern Condo, washer, queen bed +more",744383,30.36143,-97.73332,Entire home/apt,119,30,3,0.4,3,Austin
46570042,East Side Comfort,99701725,30.27739,-97.71368,Private room,120,1,0,,1,Austin
46580900,Platinum in the Hill Country 25m to Airport,5341252,30.19661,-97.99661,Private room,109,2,6,0.65,3,Austin
46581001,Modern Austin Studio in The Domain,348914039,30.40004,-97.72395,Entire home/apt,90,2,28,6.41,2,Austin
46584997,South Austin House,72182681,30.13864,-97.76507,Private room,27,30,3,0.31,1,Austin
46587301,★10Min frm ACL/Zilker★Only Arbnb in ATX w/ 5 desks,218507164,30.29029,-97.74862,Entire home/apt,544,2,20,1.96,13,Austin
46600625,5 mins from downtown!,85014226,30.27169,-97.71546,Private room,40,2,8,0.78,1,Austin
46600825,South Congress 2 BR Pet-Friendly Apartment,373424555,30.25306,-97.7482,Entire home/apt,180,29,4,0.51,8,Austin
46619529,WanderJaunt | Jackson | 1BR |  The Domain,104309976,30.40606,-97.71458,Entire home/apt,111,1,12,1.13,141,Austin
46620456,Riverside view of Lady Bird Lake - Studio,271523630,30.25684,-97.74386,Entire home/apt,400,3,0,,1,Austin
46621251,WanderJaunt | Adeline | 1BR | The Domain,104309976,30.40627,-97.71422,Entire home/apt,116,1,8,0.76,141,Austin
46623604,Hazel - Southwest Vibes - RV,60491020,30.20875,-97.76454,Entire home/apt,79,2,16,1.87,2,Austin
46625449,Cute East Austin Modern Farmhouse,6724024,30.26343,-97.71096,Entire home/apt,350,30,1,0.24,2,Austin
46638773,"Bright, comfy and centrally located 1br apartment",1227048,30.24072,-97.72139,Entire home/apt,95,5,9,0.9,1,Austin
46646899,Austin Tarrytown,131516843,30.29391,-97.75944,Entire home/apt,172,1,22,2.07,2,Austin
46647163,"Sunny Hyde Park Cottage, minutes from DT Austin!",33945801,30.30087,-97.71737,Entire home/apt,204,3,14,14.0,1,Austin
46676760,Newly Renovated Beaming Bungalow in East Austin,25366426,30.25563,-97.71621,Entire home/apt,198,2,19,3.45,2,Austin
46677801,"Studio @ Club Wyndham Austin in Austin, TX!",214479881,30.2708,-97.74834,Entire home/apt,299,3,1,0.11,2,Austin
46678183,"1 BR @ Club Wyndham Austin in Austin, TX!",214479881,30.27271,-97.74863,Entire home/apt,353,3,0,,2,Austin
46679394,"Stay in the ♥ of South Congress | Comfy King Bed | Gym, Pool, Fast WiFi | 1B1B",243684594,30.22478,-97.76196,Entire home/apt,163,1,8,0.82,39,Austin
46683288,"SoCo Retreat, Steps to South Congress, 2 BD, 2 BTH",25490737,30.24871,-97.75106,Entire home/apt,229,2,37,3.8,1,Austin
46693455,Entire 3bdrm/2ba home w/fenced backyard,35569603,30.1899,-97.78735,Entire home/apt,240,30,2,0.21,1,Austin
46693559,East Austin New Build,261199418,30.26004,-97.69675,Entire home/apt,285,2,3,0.52,1,Austin
46694007,"So. Austin Gem w/Pool, Indoor & Outdoor Fireplaces",2273418,30.20143,-97.80751,Entire home/apt,300,6,2,0.8,1,Austin
46696518,Luxury 2BR on South Congress at Colton House,367670680,30.23749,-97.7552,Entire home/apt,562,3,8,0.84,28,Austin
46711005,Kenwood Kottage 3/2 in Austin’s uber trendy 78704!,346286485,30.23878,-97.7449,Entire home/apt,124,30,5,5.0,2,Austin
46713314,Quaint & Charming Home in the Holly Neighborhood,77983343,30.25143,-97.72351,Entire home/apt,90,2,13,1.88,1,Austin
46726317,Economical Eastside Studio near airport & downtown,36075426,30.25652,-97.6853,Entire home/apt,83,1,35,6.03,27,Austin
46728198,WanderJaunt | Arden | 2BR | The Domain,104309976,30.40663,-97.71248,Entire home/apt,147,1,21,3.56,141,Austin
46730105,Modern Escape with Firepit | 2 Blocks to Dining,109638288,30.24715,-97.75232,Entire home/apt,300,2,25,2.57,72,Austin
46748589,Goldilocks said it perfect - It's JUST RIGHT!,111612422,30.45668,-97.75343,Entire home/apt,243,28,2,0.42,3,Austin
46749157,1B/1.5B in a shared condo near downtown,267854797,30.28338,-97.74469,Private room,63,1,4,0.98,29,Austin
46751993,Cozy North Austin Home 30+ Day Stays,43508250,30.38339,-97.66063,Entire home/apt,146,30,2,0.91,1,Austin
46753631,Homey home | 1BR in Austin,359036978,30.31569,-97.73301,Entire home/apt,169,30,0,,293,Austin
46753637,Homey home | 2BR in Austin,359036978,30.31569,-97.73301,Entire home/apt,201,30,0,,293,Austin
46753655,Homey home | 2BR in Austin,359036978,30.31569,-97.73301,Entire home/apt,186,30,0,,293,Austin
46753661,Homey home | 1BR in Austin,359036978,30.31569,-97.73301,Entire home/apt,168,30,0,,293,Austin
46753668,Homey home | 1BR in Austin,359036978,30.31569,-97.73301,Entire home/apt,163,30,0,,293,Austin
46753671,Homey home | 3BR in Austin,359036978,30.31569,-97.73301,Entire home/apt,222,30,0,,293,Austin
